WARNING: unknown options '-m tpr2.8.pp'
Nr.	Sequence	Len	Score	P-value	E-value	Probab	#	Description	pos:score ...
863	AWC41170.1	 364	  54.7	 3.4E-17	 1.9E-13 	100.00%	 5	hypothetical protein CG480_012300 [Bacillus cytotoxicus]	   91: 1.7e-04  131: 2.5e-05  172: 2.3e-05  212: 6.6e-07  246: 4.7e-05
864	AWC55650.1	 364	  54.7	 3.4E-17	 1.9E-13 	100.00%	 5	hypothetical protein CG476_002950 [Bacillus cytotoxicus]	   91: 1.7e-04  131: 2.5e-05  172: 2.3e-05  212: 6.6e-07  246: 4.7e-05
865	AWC59740.1	 364	  54.7	 3.4E-17	 1.9E-13 	100.00%	 5	hypothetical protein CG474_002810 [Bacillus cytotoxicus]	   91: 1.7e-04  131: 2.5e-05  172: 2.3e-05  212: 6.6e-07  246: 4.7e-05
866	AWC51521.1	 364	  54.7	 3.4E-17	 1.9E-13 	100.00%	 5	hypothetical protein CG477_002950 [Bacillus cytotoxicus]	   91: 1.7e-04  131: 2.5e-05  172: 2.3e-05  212: 6.6e-07  246: 4.7e-05
867	QNM13678.1	 417	  54.6	 3.8E-17	 2.2E-13 	100.00%	 6	helix-turn-helix transcriptional regulator [Eubacterium sp. NSJ-61]	  162: 1.1e-04  198: 8.8e-05  238: 6.3e-05  278: 6.6e-07  312: 1.1e-02  347: 1.6e-05
868	AZJ43176.1	 376	  54.5	 4.1E-17	 2.3E-13 	100.00%	 5	tetratricopeptide repeat protein [Bacillus velezensis]	   98: 5.3e-05  138: 1.6e-05  179: 6.5e-04  220: 4.3e-09  259: 1.2e-03
869	AKE25571.1	 381	  54.4	 4.2E-17	 2.4E-13 	100.00%	 5	response regulator aspartate phosphatase [Bacillus sp. LM 4-2]	  101: 4.9e-03  141: 4.1e-04  182: 3.5e-06  222: 2.5e-09  262: 1.6e-04
870	ASB87556.1	 360	  54.4	 4.2E-17	 2.4E-13 	100.00%	 4	TPR repeat-containing protein [Bacillus sonorensis]	  190: 1.0e-07  228: 8.2e-04  263: 3.5e-08  309: 8.4e-04
871	CCO09870.1	 296	  54.2	 4.7E-17	 2.7E-13 	100.00%	 5	helix-turn-helix family protein [Carnobacterium maltaromaticum LMA28]	   72: 9.3e-05  112: 2.7e-02  152: 9.2e-06  199: 1.1e-06  239: 9.8e-07
872	QGG48801.1	 343	  54.2	 4.7E-17	 2.7E-13 	100.00%	 3	Glycosyl transferase, family 2 [Heliorestis convoluta]	  194: 3.5e-07  232: 2.2e-07  266: 3.0e-08
873	AIK40475.1	 365	  54.2	 4.8E-17	 2.8E-13 	100.00%	 5	tetratricopeptide repeat family protein [Bacillus pseudomycoides]	   91: 2.1e-04  132: 7.5e-06  173: 4.5e-05  213: 4.3e-07  247: 1.3e-04
874	AJI16799.1	 365	  54.2	 4.8E-17	 2.8E-13 	100.00%	 5	tetratricopeptide repeat family protein [Bacillus pseudomycoides]	   91: 2.1e-04  132: 7.5e-06  173: 4.5e-05  213: 4.3e-07  247: 1.3e-04
875	ATV01984.1	 376	  54.1	 5.1E-17	 2.9E-13 	100.00%	 5	aspartate phosphatase [Bacillus velezensis]	   98: 5.3e-05  138: 1.6e-05  179: 6.5e-04  220: 4.3e-09  259: 1.5e-03
876	AWG37390.1	 376	  54.1	 5.1E-17	 2.9E-13 	100.00%	 5	aspartate phosphatase [Bacillus velezensis]	   98: 5.3e-05  138: 1.6e-05  179: 6.5e-04  220: 4.3e-09  259: 1.5e-03
877	AOU02096.1	 376	  54.1	 5.2E-17	 3.0E-13 	100.00%	 5	tetratricopeptide repeat protein [Bacillus velezensis]	   98: 5.3e-05  138: 1.6e-05  179: 2.5e-04  220: 1.6e-08  259: 1.1e-03
878	QGJ67053.1	 376	  54.1	 5.2E-17	 3.0E-13 	100.00%	 5	tetratricopeptide repeat protein [Bacillus velezensis]	   98: 5.3e-05  138: 1.6e-05  179: 2.5e-04  220: 1.6e-08  259: 1.1e-03
879	QKF35618.1	 376	  54.1	 5.2E-17	 3.0E-13 	100.00%	 5	tetratricopeptide repeat protein [Bacillus velezensis]	   98: 5.3e-05  138: 1.6e-05  179: 2.5e-04  220: 1.6e-08  259: 1.1e-03
880	QOC78874.1	 376	  54.1	 5.2E-17	 3.0E-13 	100.00%	 5	tetratricopeptide repeat protein [Bacillus velezensis]	   98: 5.3e-05  138: 1.6e-05  179: 2.5e-04  220: 1.6e-08  259: 1.1e-03
881	QUN25607.1	 376	  54.1	 5.2E-17	 3.0E-13 	100.00%	 5	tetratricopeptide repeat protein [Bacillus velezensis]	   98: 5.3e-05  138: 1.6e-05  179: 2.5e-04  220: 1.6e-08  259: 1.1e-03
882	AHC44023.1	 381	  53.8	 6.2E-17	 3.6E-13 	100.00%	 5	aspartate phosphatase [Bacillus amyloliquefaciens LFB112]	  101: 2.7e-03  141: 4.8e-04  182: 1.4e-05  222: 1.4e-07  262: 1.6e-06
883	AIE37156.1	 366	  53.8	 6.3E-17	 3.6E-13 	100.00%	 5	Response regulator aspartate phosphatase (plasmid) [Bacillus thuringiensis serovar kurstaki str. HD-1]	   93: 3.9e-04  133: 4.6e-05  174: 6.7e-05  214: 8.1e-07  248: 5.5e-06
884	QEK62999.1	 370	  53.8	 6.3E-17	 3.6E-13 	100.00%	 5	Response regulator aspartate phosphatase A [Bacillus safensis]	   95: 6.5e-04  135: 3.8e-03  176: 6.1e-03  216: 2.6e-09  253: 1.4e-07
885	QRI52123.1	 271	  53.8	 6.4E-17	 3.7E-13 	100.00%	 3	tetratricopeptide repeat protein [Clostridium botulinum]	  154: 4.6e-03  188: 9.7e-07  225: 1.8e-12
886	ARD58073.1	 392	  53.7	 6.9E-17	 4.0E-13 	100.00%	 7	aspartate phosphatase [Bacillus safensis]	   89: 6.3e-03  129: 1.7e-06  170: 2.1e-05  210: 6.2e-07  249: 2.7e-02  288: 1.1e-03  327: 4.6e-03
887	QTG86936.1	 368	  53.6	 7.2E-17	 4.1E-13 	100.00%	 6	tetratricopeptide repeat protein [Bacillus amyloliquefaciens]	   93: 6.2e-04  133: 3.7e-04  174: 1.7e-03  214: 4.5e-09  253: 2.0e-03  327: 3.5e-03
888	CCP23391.1	 381	  53.5	 7.6E-17	 4.4E-13 	100.00%	 5	response regulator aspartate phosphatase [Bacillus velezensis UCMB5036]	  101: 2.7e-03  141: 1.6e-04  182: 2.2e-06  222: 4.1e-08  262: 1.3e-04
889	CDG31555.1	 381	  53.5	 7.6E-17	 4.4E-13 	100.00%	 5	response regulator aspartate phosphatase [Bacillus velezensis UCMB5033]	  101: 2.7e-03  141: 1.6e-04  182: 2.2e-06  222: 4.1e-08  262: 1.3e-04
890	CDG27644.1	 381	  53.5	 7.6E-17	 4.4E-13 	100.00%	 5	response regulator aspartate phosphatase [Bacillus velezensis UCMB5113]	  101: 2.7e-03  141: 1.6e-04  182: 2.2e-06  222: 4.1e-08  262: 1.3e-04
891	QDF50462.1	 381	  53.5	 7.6E-17	 4.4E-13 	100.00%	 5	response regulator aspartate phosphatase [Bacillus velezensis]	  101: 2.7e-03  141: 1.6e-04  182: 2.2e-06  222: 4.1e-08  262: 1.3e-04
892	QDF54108.1	 381	  53.5	 7.6E-17	 4.4E-13 	100.00%	 5	response regulator aspartate phosphatase [Bacillus velezensis]	  101: 2.7e-03  141: 1.6e-04  182: 2.2e-06  222: 4.1e-08  262: 1.3e-04
893	QDF57672.1	 381	  53.5	 7.6E-17	 4.4E-13 	100.00%	 5	response regulator aspartate phosphatase [Bacillus velezensis]	  101: 2.7e-03  141: 1.6e-04  182: 2.2e-06  222: 4.1e-08  262: 1.3e-04
894	QEY90008.1	 381	  53.5	 7.6E-17	 4.4E-13 	100.00%	 5	response regulator aspartate phosphatase [Bacillus amyloliquefaciens]	  101: 2.7e-03  141: 1.6e-04  182: 2.2e-06  222: 4.1e-08  262: 1.3e-04
895	QEY95256.1	 381	  53.5	 7.6E-17	 4.4E-13 	100.00%	 5	response regulator aspartate phosphatase [Bacillus amyloliquefaciens]	  101: 2.7e-03  141: 1.6e-04  182: 2.2e-06  222: 4.1e-08  262: 1.3e-04
896	QJC94214.1	 381	  53.5	 7.6E-17	 4.4E-13 	100.00%	 5	response regulator aspartate phosphatase [Bacillus velezensis]	  101: 2.7e-03  141: 1.6e-04  182: 2.2e-06  222: 4.1e-08  262: 1.3e-04
897	AMR63999.1	 391	  53.5	 7.8E-17	 4.5E-13 	100.00%	 6	aspartate phosphatase [Bacillus subtilis subsp. globigii]	   62: 6.1e-03  103: 6.1e-03  143: 1.6e-04  184: 1.3e-03  224: 5.5e-08  263: 6.4e-07
898	QBG58220.1	 381	  53.5	 7.8E-17	 4.5E-13 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus amyloliquefaciens]	  101: 2.7e-03  141: 1.6e-04  182: 2.2e-06  222: 4.1e-08  262: 1.3e-04
899	ARC60273.1	 371	  53.5	 7.9E-17	 4.5E-13 	100.00%	 5	response regulator aspartate phosphatase I [Bacillus licheniformis]	   94: 1.3e-04  135: 2.1e-04  176: 7.6e-03  216: 6.0e-08  255: 5.4e-07
900	ARC69488.1	 371	  53.5	 7.9E-17	 4.5E-13 	100.00%	 5	response regulator aspartate phosphatase I [Bacillus licheniformis]	   94: 1.3e-04  135: 2.1e-04  176: 7.6e-03  216: 6.0e-08  255: 5.4e-07
901	ARC75123.1	 371	  53.5	 7.9E-17	 4.5E-13 	100.00%	 5	response regulator aspartate phosphatase I [Bacillus licheniformis]	   94: 1.3e-04  135: 2.1e-04  176: 7.6e-03  216: 6.0e-08  255: 5.4e-07
902	ARW44275.1	 371	  53.5	 7.9E-17	 4.5E-13 	100.00%	 5	Response regulator aspartate phosphatase J [Bacillus licheniformis]	   94: 1.3e-04  135: 2.1e-04  176: 7.6e-03  216: 6.0e-08  255: 5.4e-07
903	ARW55632.1	 371	  53.5	 7.9E-17	 4.5E-13 	100.00%	 5	Response regulator aspartate phosphatase J [Bacillus licheniformis]	   94: 1.3e-04  135: 2.1e-04  176: 7.6e-03  216: 6.0e-08  255: 5.4e-07
904	AVI46926.1	 371	  53.5	 7.9E-17	 4.5E-13 	100.00%	 5	Response regulator aspartate phosphatase J [Bacillus licheniformis]	   94: 1.3e-04  135: 2.1e-04  176: 7.6e-03  216: 6.0e-08  255: 5.4e-07
905	QPV75790.1	 368	  53.4	 8.5E-17	 4.9E-13 	100.00%	 6	tetratricopeptide repeat protein [Bacillus velezensis]	   93: 6.2e-04  133: 3.7e-04  174: 1.7e-03  214: 4.5e-09  253: 2.4e-03  327: 3.5e-03
906	ARJ76315.1	 376	  53.3	 8.9E-17	 5.1E-13 	100.00%	 5	aspartate phosphatase [Bacillus velezensis]	   98: 5.3e-05  138: 1.6e-05  179: 6.5e-04  220: 7.5e-09  259: 1.5e-03
907	ATL40800.1	 376	  53.3	 8.9E-17	 5.1E-13 	100.00%	 5	aspartate phosphatase [Bacillus velezensis]	   98: 5.3e-05  138: 1.6e-05  179: 6.5e-04  220: 7.5e-09  259: 1.5e-03
908	QCC38182.1	 376	  53.3	 8.9E-17	 5.1E-13 	100.00%	 5	tetratricopeptide repeat protein [Bacillus velezensis]	   98: 5.3e-05  138: 1.6e-05  179: 6.5e-04  220: 7.5e-09  259: 1.5e-03
909	QEV93677.1	 376	  53.3	 8.9E-17	 5.1E-13 	100.00%	 5	tetratricopeptide repeat protein [Bacillus velezensis]	   98: 5.3e-05  138: 1.6e-05  179: 6.5e-04  220: 7.5e-09  259: 1.5e-03
910	SNV16867.1	 392	  53.3	 8.9E-17	 5.1E-13 	100.00%	 7	aspartate phosphatase response regulator K [Bacillus pumilus]	   48: 9.2e-03   89: 6.5e-03  129: 1.7e-06  170: 7.3e-06  210: 3.0e-06  249: 2.6e-02  288: 4.5e-04
911	BAB07733.1	 370	  53.3	 9.0E-17	 5.1E-13 	100.00%	 7	response regulator aspartate phosphatase [Bacillus halodurans C-125]	   91: 2.0e-03  131: 7.8e-05  172: 2.6e-04  212: 1.8e-08  253: 1.6e-03  289: 6.4e-02  327: 7.1e-04
912	AEN89819.1	 297	  53.3	 9.2E-17	 5.3E-13 	100.00%	 4	XRE family transcriptional regulator [Bacillus megaterium WSH-002]	  116: 1.3e-04  158: 1.3e-04  201: 1.6e-07  241: 1.8e-07
913	AMR51595.1	 376	  53.2	 9.7E-17	 5.6E-13 	100.00%	 5	aspartate phosphatase [Bacillus amyloliquefaciens]	   98: 5.3e-05  138: 1.6e-05  179: 1.3e-03  220: 4.3e-09  259: 1.5e-03
914	AGG04440.1	 371	  53.0	 1.1E-16	 6.2E-13 	100.00%	 5	putative response regulator aspartate phosphatase (plasmid) [Bacillus thuringiensis serovar thuringiensis str. IS5056]	   98: 3.6e-04  138: 4.2e-04  179: 9.4e-08  219: 1.6e-07  253: 3.6e-03
915	ALC53612.1	 364	  53.0	 1.1E-16	 6.6E-13 	100.00%	 5	histidine kinase [Bacillus cereus]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 1.4e-04
916	ANC18829.1	 364	  53.0	 1.1E-16	 6.6E-13 	100.00%	 5	histidine kinase [Bacillus cereus]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 1.4e-04
917	ANV72656.1	 364	  53.0	 1.1E-16	 6.6E-13 	100.00%	 5	histidine kinase [Bacillus thuringiensis]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 1.4e-04
918	ARP61716.1	 371	  53.0	 1.1E-16	 6.2E-13 	100.00%	 5	hypothetical protein CAB88_32445 (plasmid) [Bacillus thuringiensis]	   98: 3.6e-04  138: 4.2e-04  179: 9.4e-08  219: 1.6e-07  253: 3.6e-03
919	ARV91963.1	 364	  53.0	 1.1E-16	 6.6E-13 	100.00%	 5	histidine kinase [Bacillus thuringiensis]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 1.4e-04
920	ARX65713.1	 364	  53.0	 1.1E-16	 6.6E-13 	100.00%	 5	hypothetical protein BVH75_06505 [Bacillus thuringiensis]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 1.4e-04
921	ASK13921.1	 364	  53.0	 1.1E-16	 6.6E-13 	100.00%	 5	histidine kinase [Bacillus cereus]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 1.4e-04
922	AST05366.1	 371	  53.0	 1.1E-16	 6.2E-13 	100.00%	 5	hypothetical protein BT10792_33680 (plasmid) [Bacillus thuringiensis]	   98: 3.6e-04  138: 4.2e-04  179: 9.4e-08  219: 1.6e-07  253: 3.6e-03
923	ASZ65483.1	 364	  53.0	 1.1E-16	 6.6E-13 	100.00%	 5	hypothetical protein CJ306_09065 [Bacillus cereus]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 1.4e-04
924	QCC39979.1	 364	  53.0	 1.1E-16	 6.6E-13 	100.00%	 5	hypothetical protein C3Y97_08860 [Bacillus sp. DU-106]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 1.4e-04
925	QEL78680.1	 364	  53.0	 1.1E-16	 6.6E-13 	100.00%	 5	tetratricopeptide repeat protein [Bacillus sp. JAS24-2]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 1.4e-04
926	QGY34847.1	 364	  53.0	 1.1E-16	 6.6E-13 	100.00%	 5	tetratricopeptide repeat protein [Bacillus sp. A260]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 1.4e-04
927	QLF01167.1	 364	  53.0	 1.1E-16	 6.6E-13 	100.00%	 5	tetratricopeptide repeat protein [Bacillus cereus]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 1.4e-04
928	SNU94551.1	 370	  53.0	 1.1E-16	 6.3E-13 	100.00%	 5	aspartate phosphatase response regulator [Bacillus pumilus]	   95: 6.5e-04  135: 3.8e-03  176: 6.1e-03  216: 4.5e-09  253: 1.4e-07
929	AFI27072.1	 391	  52.9	 1.2E-16	 6.9E-13 	100.00%	 6	response regulator aspartate phosphatase [Bacillus sp. JS]	   62: 3.0e-03  103: 2.6e-03  143: 2.2e-04  184: 1.4e-03  224: 2.0e-08  263: 8.1e-06
930	AIW38571.1	 376	  52.8	 1.3E-16	 7.3E-13 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	   98: 6.1e-05  138: 2.0e-05  179: 6.5e-04  220: 7.5e-09  259: 1.5e-03
931	AKF75562.1	 376	  52.8	 1.3E-16	 7.3E-13 	100.00%	 5	aspartate phosphatase [Bacillus velezensis]	   98: 6.1e-05  138: 2.0e-05  179: 6.5e-04  220: 7.5e-09  259: 1.5e-03
932	AJA23040.1	 366	  52.7	 1.4E-16	 8.0E-13 	100.00%	 5	histidine kinase (plasmid) [Bacillus thuringiensis serovar galleriae]	   93: 5.5e-06  133: 7.1e-04  174: 3.1e-06  214: 8.8e-06  248: 1.1e-04
933	AMM99248.1	 392	  52.7	 1.4E-16	 8.0E-13 	100.00%	 7	aspartate phosphatase [Bacillus pumilus]	   48: 9.2e-03   89: 6.5e-03  129: 1.7e-06  170: 1.1e-05  210: 3.0e-06  249: 2.8e-02  288: 4.5e-04
934	QLI76307.1	 392	  52.7	 1.4E-16	 8.0E-13 	100.00%	 7	tetratricopeptide repeat protein [Bacillus pumilus]	   48: 9.2e-03   89: 6.5e-03  129: 1.7e-06  170: 1.1e-05  210: 3.0e-06  249: 2.8e-02  288: 4.5e-04
935	QTM13031.1	 366	  52.7	 1.4E-16	 8.0E-13 	100.00%	 5	hypothetical protein FM050_03295 (plasmid) [Bacillus thuringiensis]	   93: 5.5e-06  133: 7.1e-04  174: 3.1e-06  214: 8.8e-06  248: 1.1e-04
936	ADK03321.1	 424	  52.5	 1.5E-16	 8.9E-13 	100.00%	 6	transcriptional regulatory protein [Bacillus cereus biovar anthracis str. CI]	  151: 4.5e-03  189: 3.8e-04  229: 2.3e-06  270: 1.9e-05  308: 7.4e-05  387: 1.6e-03
937	AIZ62079.1	 392	  52.6	 1.5E-16	 8.5E-13 	100.00%	 7	aspartate phosphatase [Bacillus sp. WP8]	   89: 6.3e-03  129: 1.7e-06  170: 1.1e-04  210: 2.5e-07  249: 2.7e-02  288: 1.1e-03  327: 4.6e-03
938	QOQ56740.1	 368	  52.6	 1.5E-16	 8.6E-13 	100.00%	 6	tetratricopeptide repeat protein [Bacillus amyloliquefaciens]	   93: 1.1e-03  133: 3.7e-04  174: 1.7e-03  214: 4.5e-09  253: 2.4e-03  327: 3.5e-03
939	APJ11898.1	 375	  52.5	 1.6E-16	 8.9E-13 	100.00%	 6	aspartate phosphatase [Bacillus safensis]	   98: 6.4e-05  138: 1.6e-05  179: 3.0e-03  222: 2.1e-06  261: 4.0e-03  342: 9.1e-04
940	AMM98411.1	 375	  52.3	 1.7E-16	 1.0E-12 	100.00%	 5	aspartate phosphatase [Bacillus pumilus]	   98: 5.9e-04  138: 3.2e-04  179: 7.9e-04  219: 2.5e-10  258: 3.3e-04
941	ASJ48097.1	 364	  52.4	 1.7E-16	 9.7E-13 	100.00%	 5	histidine kinase [Bacillus cereus]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 2.1e-04
942	AFZ92033.1	 376	  52.3	 1.8E-16	 1.0E-12 	100.00%	 5	response regulator aspartate phosphatase [Bacillus velezensis AS43.3]	   98: 5.3e-05  138: 1.6e-05  179: 6.5e-04  220: 7.5e-09  259: 3.1e-03
943	ANC07217.1	 364	  52.3	 1.8E-16	 1.0E-12 	100.00%	 5	histidine kinase [Bacillus cereus]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 2.2e-04
944	ANC13041.1	 364	  52.3	 1.8E-16	 1.0E-12 	100.00%	 5	histidine kinase [Bacillus cereus]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 2.2e-04
945	ARP57100.1	 364	  52.3	 1.8E-16	 1.0E-12 	100.00%	 5	hypothetical protein CAB88_08325 [Bacillus thuringiensis]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 2.2e-04
946	AST02254.1	 364	  52.3	 1.8E-16	 1.0E-12 	100.00%	 5	hypothetical protein BT10792_10525 [Bacillus thuringiensis]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 2.2e-04
947	AUB64971.1	 364	  52.3	 1.8E-16	 1.0E-12 	100.00%	 5	hypothetical protein CSW12_18950 [Bacillus cereus]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 2.2e-04
948	AVP44081.1	 364	  52.3	 1.8E-16	 1.0E-12 	100.00%	 5	hypothetical protein C2I25_02705 [Bacillus cereus]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 2.2e-04
949	QAR58651.1	 381	  52.3	 1.8E-16	 1.0E-12 	100.00%	 5	response regulator aspartate phosphatase F [Bacillus velezensis]	  101: 2.7e-03  141: 1.6e-04  182: 2.2e-06  222: 4.1e-08  262: 3.0e-04
950	SCA84987.1	 353	  52.1	 2.1E-16	 1.2E-12 	100.00%	 7	response regulator aspartate phosphatase [Bacillus glycinifermentans]	   79: 4.7e-03  119: 1.2e-04  160: 3.5e-06  200: 3.5e-05  239: 3.0e-04  277: 7.1e-02  313: 1.5e-04
951	QPW57211.1	 421	  52.0	 2.3E-16	 1.3E-12 	100.00%	 7	helix-turn-helix domain-containing protein [Clostridium botulinum]	  152: 2.4e-05  192: 1.6e-04  234: 1.1e-01  269: 9.1e-06  308: 5.4e-02  348: 3.6e-05  388: 1.5e-05
952	VEJ35808.1	 374	  51.9	 2.3E-16	 1.3E-12 	100.00%	 4	Flp pilus assembly protein TadD, contains TPR repeats [Peptoniphilus ivorii]	  173: 4.6e-03  221: 1.8e-04  255: 3.5e-07  322: 1.4e-06
953	AEP92523.1	 484	  51.9	 2.4E-16	 1.4E-12 	100.00%	 6	YvcD [Bacillus subtilis subsp. subtilis str. RO-NN-1]	   21: 4.0e-06   55: 5.6e-04   90: 1.4e-03  153: 8.1e-05  187: 6.3e-08  221: 7.8e-03
954	AFJ63413.1	 356	  51.8	 2.5E-16	 1.4E-12 	100.00%	 5	response regulator aspartate phosphatase H [Bacillus amyloliquefaciens Y2]	   79: 5.2e-05  119: 1.6e-05  160: 7.9e-04  200: 1.8e-08  239: 2.2e-03
955	QLQ41503.1	 375	  51.7	 2.7E-16	 1.5E-12 	100.00%	 5	tetratricopeptide repeat protein [Bacillus velezensis]	   98: 5.3e-05  138: 1.6e-05  179: 7.9e-04  219: 4.2e-08  258: 6.8e-04
956	AMC08721.1	 415	  51.7	 2.8E-16	 1.6E-12 	100.00%	 6	hypothetical protein AT726_07215 [Turicibacter sp. H121]	  114: 5.6e-05  152: 1.2e-05  191: 8.0e-04  228: 2.3e-02  265: 9.3e-07  302: 5.6e-05
957	BAQ23923.1	 355	  51.6	 3.0E-16	 1.7E-12 	100.00%	 5	tetratricopeptide TPR domain protein [Streptococcus troglodytae]	   75: 3.2e-04  112: 1.6e-08  179: 1.5e-03  213: 1.8e-05  247: 2.3e-04
958	AZQ47463.1	 423	  51.5	 3.1E-16	 1.8E-12 	100.00%	 7	XRE family transcriptional regulator [Bacillus albus]	  150: 2.1e-04  190: 1.7e-02  230: 9.4e-05  270: 1.5e-07  310: 4.0e-02  350: 2.2e-04  390: 1.1e-04
959	AND23685.1	 364	  51.5	 3.2E-16	 1.9E-12 	100.00%	 5	histidine kinase [Bacillus thuringiensis serovar israelensis]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 4.0e-04
960	QCJ50619.1	 364	  51.5	 3.2E-16	 1.9E-12 	100.00%	 5	tetratricopeptide repeat protein [Bacillus thuringiensis]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 4.0e-04
961	QFP88332.1	 364	  51.5	 3.2E-16	 1.9E-12 	100.00%	 5	tetratricopeptide repeat protein [Bacillus thuringiensis]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 4.0e-04
962	QGV09207.1	 364	  51.5	 3.2E-16	 1.9E-12 	100.00%	 5	tetratricopeptide repeat protein [Bacillus cereus]	   92: 7.6e-05  132: 2.5e-05  173: 4.1e-06  213: 9.1e-06  247: 4.0e-04
963	ASS94809.1	 297	  51.4	 3.3E-16	 1.9E-12 	100.00%	 4	XRE family transcriptional regulator [Bacillus simplex NBRC 15720 = DSM 1321]	  116: 1.8e-05  158: 1.4e-07  201: 1.7e-04  241: 3.9e-06
964	QAA30617.1	 432	  51.4	 3.3E-16	 1.9E-12 	100.00%	 7	hypothetical protein C1I91_02460 [Clostridium sp. CT4]	  116: 7.4e-04  155: 9.4e-04  197: 3.3e-06  237: 3.4e-05  277: 8.8e-05  315: 1.2e-02  352: 2.9e-04
965	QDQ06375.1	 423	  51.4	 3.5E-16	 2.0E-12 	100.00%	 7	helix-turn-helix domain-containing protein [Bacillus sp. BD59S]	  150: 2.1e-04  190: 1.5e-02  230: 2.4e-04  270: 4.0e-07  310: 3.4e-02  350: 4.4e-05  390: 1.1e-04
966	AJE79916.1	 375	  51.3	 3.6E-16	 2.1E-12 	100.00%	 5	aspartate phosphatase [Bacillus sp. BH072]	   98: 5.2e-05  138: 1.6e-05  179: 7.9e-04  219: 1.8e-08  258: 2.2e-03
967	AUG37323.1	 375	  51.3	 3.6E-16	 2.1E-12 	100.00%	 5	tetratricopeptide repeat-containing protein [Bacillus velezensis]	   98: 5.2e-05  138: 1.6e-05  179: 7.9e-04  219: 1.8e-08  258: 2.2e-03
968	QDP89621.1	 375	  51.3	 3.6E-16	 2.1E-12 	100.00%	 5	tetratricopeptide repeat protein [Bacillus amyloliquefaciens]	   98: 5.2e-05  138: 1.6e-05  179: 7.9e-04  219: 1.8e-08  258: 2.2e-03
969	QHK01743.1	 375	  51.3	 3.6E-16	 2.1E-12 	100.00%	 5	Response regulator aspartate phosphatase H [Bacillus velezensis]	   98: 5.2e-05  138: 1.6e-05  179: 7.9e-04  219: 1.8e-08  258: 2.2e-03
970	AFJ63955.1	 381	  51.3	 3.7E-16	 2.1E-12 	100.00%	 5	response regulator aspartate phosphatase F [Bacillus amyloliquefaciens Y2]	  101: 2.7e-03  141: 1.6e-04  182: 2.2e-06  222: 4.1e-08  262: 6.3e-04
971	CCG51660.1	 381	  51.3	 3.7E-16	 2.1E-12 	100.00%	 5	response regulator aspartate phosphatase [Bacillus velezensis YAU B9601-Y2]	  101: 2.7e-03  141: 1.6e-04  182: 2.2e-06  222: 4.1e-08  262: 6.3e-04
972	CDH97431.1	 381	  51.3	 3.7E-16	 2.1E-12 	100.00%	 5	response regulator aspartate phosphatase [Bacillus velezensis NAU-B3]	  101: 2.7e-03  141: 1.6e-04  182: 2.2e-06  222: 4.1e-08  262: 6.3e-04
973	QHK14284.1	 375	  51.3	 3.7E-16	 2.1E-12 	100.00%	 5	Response regulator aspartate phosphatase H [Bacillus velezensis]	   98: 5.3e-05  138: 1.6e-05  179: 7.9e-04  219: 1.8e-08  258: 2.2e-03
974	QHK62699.1	 375	  51.3	 3.7E-16	 2.1E-12 	100.00%	 5	Response regulator aspartate phosphatase H [Bacillus velezensis]	   98: 5.3e-05  138: 1.6e-05  179: 7.9e-04  219: 1.8e-08  258: 2.2e-03
