WARNING: unknown options '-m tpr2.8.pp'
Nr.	Sequence	Len	Score	P-value	E-value	Probab	#	Description	pos:score ...
941	QGI29766.1	 376	  61.9	 2.3E-19	 8.1E-16 	100.00%	 6	response regulator aspartate phosphatase RapH [Bacillus subtilis]	   99: 2.2e-05  139: 5.0e-04  180: 2.0e-04  220: 1.3e-08  259: 4.9e-04  334: 2.2e-03
942	QTM27052.1	 376	  61.9	 2.3E-19	 8.1E-16 	100.00%	 6	response regulator aspartate phosphatase RapH [Bacillus subtilis]	   99: 2.2e-05  139: 5.0e-04  180: 2.0e-04  220: 1.3e-08  259: 4.9e-04  334: 2.2e-03
943	CAB12503.2	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis str. 168]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
944	AFQ56605.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	Response regulator aspartate phosphatase [Bacillus subtilis QB928]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
945	AGG60038.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	response regulator aspartate phosphatase RapH [Bacillus subtilis subsp. subtilis 6051-HGW]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
946	AHA77238.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	Response regulator aspartate phosphatase A [Bacillus subtilis PY79]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
947	BAM56875.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	response regulator aspartate phosphatase [Bacillus subtilis BEST7003]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
948	BAM57439.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	response regulator aspartate phosphatase [Bacillus subtilis BEST7003]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
949	AIC39066.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis str. JH642 substr. AG174]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
950	AIC39638.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis str. JH642 substr. AG174]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
951	AIC43298.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis str. AG1839]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
952	AIC43870.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis str. AG1839]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
953	AIC97787.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis str. OH 131.1]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
954	AIX07001.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	Response regulator aspartate phosphatase A [Bacillus subtilis]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
955	AIY91976.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	aspartate phosphatase [Bacillus subtilis subsp. subtilis str. 168]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
956	AIY92532.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis str. 168]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
957	AIY96288.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	aspartate phosphatase [Bacillus subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
958	AIY96844.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
959	AJE93355.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
960	AJE93912.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
961	CEJ76246.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	response regulator aspartate phosphatase H [Bacillus subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
962	CEJ76811.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	response regulator aspartate phosphatase A [Bacillus subtilis]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
963	CEI55821.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	response regulator aspartate phosphatase H [Bacillus subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
964	CEI56388.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	response regulator aspartate phosphatase A [Bacillus subtilis]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
965	AKC46228.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	aspartate phosphatase [Bacillus subtilis KCTC 1028]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
966	AKC46786.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	aspartate phosphatase [Bacillus subtilis KCTC 1028]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
967	AMB23102.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
968	AMB23659.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
969	AMS46228.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	aspartate phosphatase [Bacillus subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
970	AMS46783.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
971	ANJ29735.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
972	ANX08912.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
973	ANX09466.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
974	AOA09988.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
975	AOA10541.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
976	AOA53867.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus subtilis]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
977	AOL29182.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	aspartate phosphatase [Alkalihalobacillus gibsonii]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
978	AOL27901.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	aspartate phosphatase [Bacillus sp. FJAT-14266]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
979	AQZ89586.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	transcriptional regulator [Bacillus subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
980	AYE63299.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	tetratricopeptide repeat protein [Bacillus subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
981	QAV95251.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	tetratricopeptide repeat protein [Bacillus subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
982	QAW15591.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	tetratricopeptide repeat protein [Bacillus subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
983	QAW19694.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	tetratricopeptide repeat protein [Bacillus subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
984	QCK09836.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	tetratricopeptide repeat protein [Bacillus subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
985	QCU18525.1	 372	  61.9	 2.4E-19	 8.4E-16 	100.00%	 7	tetratricopeptide repeat protein [Bacillus altitudinis]	   96: 1.7e-03  136: 3.0e-04  177: 1.2e-02  217: 4.5e-10  256: 5.4e-03  290: 3.7e-02  330: 2.4e-07
986	QDW04387.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	tetratricopeptide repeat protein [Bacillus sp. KBS0812]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
987	QCX88410.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	tetratricopeptide repeat protein [Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051 = DSM 10]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
988	BBK71356.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	response regulator aspartate phosphatase H [Bacillus subtilis subsp. subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
989	BBK71919.1	 376	  61.9	 2.4E-19	 8.4E-16 	100.00%	 5	response regulator aspartate phosphatase A [Bacillus subtilis subsp. subtilis]	  146: 1.1e-03  180: 4.4e-04  220: 7.5e-12  259: 2.4e-05  334: 6.8e-03
990	QGI12153.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	response regulator aspartate phosphatase RapH [Bacillus subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
991	QGI46597.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	response regulator aspartate phosphatase RapH [Bacillus subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
992	QGI37914.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	response regulator aspartate phosphatase RapH [Bacillus subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
993	QGI50917.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	response regulator aspartate phosphatase RapH [Bacillus subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
994	QIT32122.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	response regulator aspartate phosphatase RapH [Bacillus subtilis subsp. subtilis str. SMY]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
995	QJC94931.1	 382	  61.8	 2.4E-19	 8.6E-16 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus mojavensis]	  102: 2.6e-03  142: 2.4e-04  183: 3.5e-05  223: 3.2e-10  263: 2.4e-06
996	QJF41533.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	response regulator aspartate phosphatase RapH [Bacillus subtilis subsp. subtilis str. 168]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
997	QJR45141.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	response regulator aspartate phosphatase RapH [Bacillus subtilis subsp. subtilis str. 168]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
998	QLC61146.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	response regulator aspartate phosphatase RapH [Bacillus subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
999	QPV70588.1	 376	  61.9	 2.4E-19	 8.3E-16 	100.00%	 6	response regulator aspartate phosphatase RapH [Bacillus subtilis]	   99: 2.2e-05  139: 2.7e-03  180: 3.8e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
1000	CAB13100.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis str. 168]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1001	ACK92531.1	 362	  61.8	 2.5E-19	 8.6E-16 	100.00%	 5	RapA [Bacillus cereus AH820]	   91: 3.6e-05  131: 5.2e-06  172: 1.5e-06  212: 1.4e-07  246: 5.4e-04
1002	ADK03738.1	 362	  61.8	 2.5E-19	 8.6E-16 	100.00%	 5	probable response regulator aspartate phosphatase [Bacillus cereus biovar anthracis str. CI]	   91: 3.6e-05  131: 5.2e-06  172: 1.5e-06  212: 1.4e-07  246: 5.4e-04
1003	AFQ57164.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus subtilis QB928]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1004	AGG60600.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	response regulator aspartate phosphatase RapA [Bacillus subtilis subsp. subtilis 6051-HGW]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1005	AJG77871.1	 362	  61.8	 2.5E-19	 8.6E-16 	100.00%	 5	tetratricopeptide repeat family protein [Bacillus thuringiensis]	   91: 3.6e-05  131: 5.2e-06  172: 1.5e-06  212: 1.4e-07  246: 5.4e-04
1006	AJH61342.1	 362	  61.8	 2.5E-19	 8.6E-16 	100.00%	 5	tetratricopeptide repeat family protein [Bacillus cereus]	   91: 3.6e-05  131: 5.2e-06  172: 1.5e-06  212: 1.4e-07  246: 5.4e-04
1007	AJK36404.1	 362	  61.8	 2.5E-19	 8.6E-16 	100.00%	 5	tetratricopeptide repeat family protein [Bacillus cereus]	   91: 3.6e-05  131: 5.2e-06  172: 1.5e-06  212: 1.4e-07  246: 5.4e-04
1008	AQZ90134.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	transcriptional regulator [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1009	ASZ60990.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	transcriptional regulator [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1010	AWM20474.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1011	AYE63845.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1012	AYK62518.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis subsp. subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1013	QBG56681.1	 322	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	aspartate phosphatase [Bacillus amyloliquefaciens]	   35: 4.6e-05   78: 6.2e-04  129: 6.9e-05  170: 9.1e-08  209: 3.0e-07
1014	QAS07462.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1015	QAT44918.1	 376	  61.8	 2.5E-19	 8.9E-16 	100.00%	 6	tetratricopeptide repeat protein [Bacillus subtilis]	   99: 2.2e-05  139: 2.0e-03  180: 5.5e-05  220: 1.3e-08  259: 4.9e-04  334: 2.3e-03
1016	QAW07953.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1017	QAW32618.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1018	QAW41253.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1019	QCK10390.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1020	QDW04938.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	tetratricopeptide repeat protein [Bacillus sp. KBS0812]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1021	QCX88950.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051 = DSM 10]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1022	QCY75580.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	transcriptional regulator [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1023	QGI21258.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	response regulator aspartate phosphatase RapA [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1024	QGI17016.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	response regulator aspartate phosphatase RapA [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1025	QGI12693.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	response regulator aspartate phosphatase RapA [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1026	QGI08477.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	response regulator aspartate phosphatase RapA [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1027	QGH96157.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	response regulator aspartate phosphatase RapA [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1028	QGI26299.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	response regulator aspartate phosphatase RapA [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1029	QGI47145.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	response regulator aspartate phosphatase RapA [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1030	QGI38450.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	response regulator aspartate phosphatase RapA [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1031	QGI51448.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	response regulator aspartate phosphatase RapA [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1032	QIT32667.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	response regulator aspartate phosphatase RapA [Bacillus subtilis subsp. subtilis str. SMY]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1033	QJC15666.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	response regulator aspartate phosphatase RapA [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1034	QJF45022.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	response regulator aspartate phosphatase RapA [Bacillus subtilis subsp. subtilis str. 168]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1035	QJR45684.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	response regulator aspartate phosphatase RapA [Bacillus subtilis subsp. subtilis str. 168]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1036	QKH25915.1	 362	  61.8	 2.5E-19	 8.6E-16 	100.00%	 5	tetratricopeptide repeat protein [Bacillus thuringiensis]	   91: 3.6e-05  131: 5.2e-06  172: 1.5e-06  212: 1.4e-07  246: 5.4e-04
1037	QKH64624.1	 362	  61.8	 2.5E-19	 8.6E-16 	100.00%	 5	tetratricopeptide repeat protein [Bacillus cereus]	   91: 3.6e-05  131: 5.2e-06  172: 1.5e-06  212: 1.4e-07  246: 5.4e-04
1038	QKH73879.1	 362	  61.8	 2.5E-19	 8.6E-16 	100.00%	 5	tetratricopeptide repeat protein [Bacillus cereus]	   91: 3.6e-05  131: 5.2e-06  172: 1.5e-06  212: 1.4e-07  246: 5.4e-04
1039	QLC61694.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	response regulator aspartate phosphatase RapA [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1040	QPV71125.1	 378	  61.8	 2.5E-19	 8.7E-16 	100.00%	 5	response regulator aspartate phosphatase RapA [Bacillus subtilis]	  148: 1.1e-03  182: 4.4e-04  222: 7.5e-12  261: 2.4e-05  336: 6.9e-03
1041	AMQ70101.1	 376	  61.8	 2.6E-19	 9.1E-16 	100.00%	 5	aspartate phosphatase [Bacillus amyloliquefaciens UMAF6639]	   99: 3.9e-04  139: 3.0e-06  180: 1.5e-03  223: 2.3e-08  262: 4.5e-07
1042	AMQ72922.1	 377	  61.7	 2.6E-19	 9.2E-16 	100.00%	 5	aspartate phosphatase [Bacillus amyloliquefaciens UMAF6614]	   99: 3.9e-04  139: 3.0e-06  180: 1.5e-03  223: 2.3e-08  262: 4.5e-07
1043	ASB51830.1	 377	  61.7	 2.6E-19	 9.2E-16 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus velezensis]	   99: 3.9e-04  139: 3.0e-06  180: 1.5e-03  223: 2.3e-08  262: 4.5e-07
1044	ASB63951.1	 377	  61.7	 2.6E-19	 9.2E-16 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus velezensis]	   99: 3.9e-04  139: 3.0e-06  180: 1.5e-03  223: 2.3e-08  262: 4.5e-07
1045	QHM17748.1	 376	  61.8	 2.6E-19	 9.0E-16 	100.00%	 6	Response regulator aspartate phosphatase H [Bacillus subtilis]	   99: 2.2e-05  139: 6.3e-04  180: 7.5e-05  220: 1.3e-08  259: 1.2e-03  334: 2.3e-03
1046	ANC75537.1	 421	  61.7	 2.7E-19	 9.7E-16 	100.00%	 7	hypothetical protein ABE65_001110 [Fictibacillus phosphorivorans]	  147: 2.4e-04  190: 2.4e-04  230: 5.8e-08  270: 7.2e-07  309: 3.3e-04  347: 5.6e-02  387: 8.4e-04
1047	QHM18492.1	 365	  61.7	 2.7E-19	 9.6E-16 	100.00%	 7	Response regulator aspartate phosphatase G [Bacillus subtilis]	   88: 3.9e-04  128: 8.7e-05  169: 8.1e-07  209: 2.2e-07  248: 2.5e-03  290: 5.3e-02  326: 2.1e-04
1048	BAR87257.1	 363	  61.7	 2.8E-19	 9.7E-16 	100.00%	 6	uncharacterized protein KNN_06523 (plasmid) [Bacillus thuringiensis serovar tolworthi]	   90: 4.0e-06  130: 5.2e-04  171: 5.2e-07  211: 1.0e-05  245: 4.9e-04  302: 9.6e-03
